timestamp,temperature_C,humidity_percent,cloud_cover_percent,solar_irradiance_Wm2,wind_speed_ms,load_normalize
12/19/2006 11:45,2.875,82.25,55.25,198.75,18.825,2.162
12/19/2006 12:00,3.1,81,57,225,19.2,2.488
12/19/2006 12:15,3.25,80,53.75,224.5,19.15,0.308
12/19/2006 12:30,3.4,79,50.5,224,19.1,0.368
12/19/2006 12:45,3.55,78,47.25,223.5,19.05,0.3
12/19/2006 13:00,3.7,77,44,223,19,0.206
12/19/2006 13:15,3.825,76.5,36.5,231.5,18.95,0.534
12/19/2006 13:30,3.95,76,29,240,18.9,0.222
12/19/2006 13:45,4.075,75.5,21.5,248.5,18.85,0.28
12/19/2006 14:00,4.2,75,14,257,18.8,0.314
12/19/2006 14:15,4.225,75,16.75,237.25,19.05,0.318
12/19/2006 14:30,4.25,75,19.5,217.5,19.3,0.312
12/19/2006 14:45,4.275,75,22.25,197.75,19.55,0.238
12/19/2006 15:00,4.3,75,25,178,19.8,0.216
12/19/2006 15:15,4.175,75.5,21.5,162.25,19.6,0.314
12/19/2006 15:30,4.05,76,18,146.5,19.4,0.218
12/19/2006 15:45,3.925,76.5,14.5,130.75,19.2,0.252
12/19/2006 16:00,3.8,77,11,115,19,1.404
12/19/2006 16:15,3.55,78,11,92.5,18.85,1.392
12/19/2006 16:30,3.3,79,11,70,18.7,1.572
12/19/2006 16:45,3.05,80,11,47.5,18.55,1.354
12/19/2006 17:00,2.8,81,11,25,18.4,1.268
12/19/2006 17:15,2.6,82.25,9.75,18.75,18.35,1.54
12/19/2006 17:30,2.4,83.5,8.5,12.5,18.3,1.56
12/19/2006 17:45,2.2,84.75,7.25,6.25,18.25,2.1
12/19/2006 18:00,2,86,6,0,18.2,2.36
12/19/2006 18:15,1.875,86.75,5.75,0,18.05,2.764
12/19/2006 18:30,1.75,87.5,5.5,0,17.9,2.294
12/19/2006 18:45,1.625,88.25,5.25,0,17.75,1.802
12/19/2006 19:00,1.5,89,5,0,17.6,1.97
12/19/2006 19:15,1.5,89.5,4.25,0,17.5,1.374
12/19/2006 19:30,1.5,90,3.5,0,17.4,2.354
12/19/2006 19:45,1.5,90.5,2.75,0,17.3,1.344
12/19/2006 20:00,1.5,91,2,0,17.2,1.904
12/19/2006 20:15,1.475,90.75,1.75,0,17.15,4.144
12/19/2006 20:30,1.45,90.5,1.5,0,17.1,3.356
12/19/2006 20:45,1.425,90.25,1.25,0,17.05,2.42
12/19/2006 21:00,1.4,90,1,0,17,2.844
12/19/2006 21:15,1.35,89.75,1,0,17.025,1.906
12/19/2006 21:30,1.3,89.5,1,0,17.05,0.828
12/19/2006 21:45,1.25,89.25,1,0,17.075,0.664
12/19/2006 22:00,1.2,89,1,0,17.1,1.346
12/19/2006 22:15,1.125,88.5,1.25,0,17.375,0.804
12/19/2006 22:30,1.05,88,1.5,0,17.65,0.706
12/19/2006 22:45,0.975,87.5,1.75,0,17.925,0.376
12/19/2006 23:00,0.9,87,2,0,18.2,0.468
12/19/2006 23:15,0.85,87,1.5,0,18.075,0.392
12/19/2006 23:30,0.8,87,1,0,17.95,0.4
12/19/2006 23:45,0.75,87,0.5,0,17.825,0.3
12/20/2006 0:00,0.7,87,0,0,17.7,0.824
12/20/2006 0:15,0.65,87,0,0,17.625,0.426
12/20/2006 0:30,0.6,87,0,0,17.55,0.372
12/20/2006 0:45,0.55,87,0,0,17.475,0.392
12/20/2006 1:00,0.5,87,0,0,17.4,0.224
12/20/2006 1:15,0.4,87.5,1.25,0,17.15,0.298
12/20/2006 1:30,0.3,88,2.5,0,16.9,0.298
12/20/2006 1:45,0.2,88.5,3.75,0,16.65,0.204
12/20/2006 2:00,0.1,89,5,0,16.4,0.286
12/20/2006 2:15,0.025,89.25,5.5,0,16.425,0.228
12/20/2006 2:30,-0.05,89.5,6,0,16.45,0.288
12/20/2006 2:45,-0.125,89.75,6.5,0,16.475,1.496
12/20/2006 3:00,-0.2,90,7,0,16.5,1.326
12/20/2006 3:15,-0.25,90.25,7.25,0,16.475,0.304
12/20/2006 3:30,-0.3,90.5,7.5,0,16.45,0.296
12/20/2006 3:45,-0.35,90.75,7.75,0,16.425,0.21
12/20/2006 4:00,-0.4,91,8,0,16.4,0.332
12/20/2006 4:15,-0.45,91.25,9.75,0,16.4,0.232
12/20/2006 4:30,-0.5,91.5,11.5,0,16.4,0.208
12/20/2006 4:45,-0.55,91.75,13.25,0,16.4,0.404
12/20/2006 5:00,-0.6,92,15,0,16.4,0.286
12/20/2006 5:15,-0.625,92,18,0,16.675,0.316
12/20/2006 5:30,-0.65,92,21,0,16.95,0.202
12/20/2006 5:45,-0.675,92,24,0,17.225,0.202
12/20/2006 6:00,-0.7,92,27,0,17.5,0.342
12/20/2006 6:15,-0.725,92.25,26,0,17.55,0.208
12/20/2006 6:30,-0.75,92.5,25,0,17.6,0.208
12/20/2006 6:45,-0.775,92.75,24,0,17.65,0.29
12/20/2006 7:00,-0.8,93,23,0,17.7,0.212
12/20/2006 7:15,-0.7,92.75,24.5,0,17.475,4.664
12/20/2006 7:30,-0.6,92.5,26,0,17.25,1.166
12/20/2006 7:45,-0.5,92.25,27.5,0,17.025,2.608
12/20/2006 8:00,-0.4,92,29,0,16.8,3.542
12/20/2006 8:15,-0.425,92,25.75,0.25,16.5,4.038
12/20/2006 8:30,-0.45,92,22.5,0.5,16.2,2.3
12/20/2006 8:45,-0.475,92,19.25,0.75,15.9,1.39
12/20/2006 9:00,-0.5,92,16,1,15.6,1.286
12/20/2006 9:15,-0.35,91.25,16.5,12.5,15.6,1.388
12/20/2006 9:30,-0.2,90.5,17,24,15.6,1.386
12/20/2006 9:45,-0.05,89.75,17.5,35.5,15.6,1.406
12/20/2006 10:00,0.1,89,18,47,15.6,1.294
12/20/2006 10:15,0.45,87.75,15,72.75,15.375,1.356
12/20/2006 10:30,0.8,86.5,12,98.5,15.15,1.358
12/20/2006 10:45,1.15,85.25,9,124.25,14.925,1.25
12/20/2006 11:00,1.5,84,6,150,14.7,3.624
12/20/2006 11:15,1.85,82.5,5,168.75,14.675,3.478
12/20/2006 11:30,2.2,81,4,187.5,14.65,3.606
12/20/2006 11:45,2.55,79.5,3,206.25,14.625,1.716
12/20/2006 12:00,2.9,78,2,225,14.6,1.426
12/20/2006 12:15,3.175,77,1.75,237.25,14.65,1.4
12/20/2006 12:30,3.45,76,1.5,249.5,14.7,1.394
12/20/2006 12:45,3.725,75,1.25,261.75,14.75,1.296
12/20/2006 13:00,4,74,1,274,14.8,1.462
12/20/2006 13:15,4.175,73.25,1.25,271.25,14.825,1.308
12/20/2006 13:30,4.35,72.5,1.5,268.5,14.85,1.31
12/20/2006 13:45,4.525,71.75,1.75,265.75,14.875,1.478
12/20/2006 14:00,4.7,71,2,263,14.9,1.374
12/20/2006 14:15,4.725,71,1.75,249.5,14.775,1.48
12/20/2006 14:30,4.75,71,1.5,236,14.65,1.306
12/20/2006 14:45,4.775,71,1.25,222.5,14.525,1.422
12/20/2006 15:00,4.8,71,1,209,14.4,0.37
12/20/2006 15:15,4.65,72,1,187,14.1,0.226
12/20/2006 15:30,4.5,73,1,165,13.8,0.322
12/20/2006 15:45,4.35,74,1,143,13.5,0.222
12/20/2006 16:00,4.2,75,1,121,13.2,0.416
12/20/2006 16:15,3.875,76.5,1,97.5,13.05,0.23
12/20/2006 16:30,3.55,78,1,74,12.9,0.222
12/20/2006 16:45,3.225,79.5,1,50.5,12.75,0.428
12/20/2006 17:00,2.9,81,1,27,12.6,0.402
12/20/2006 17:15,2.675,82.25,1.5,20.25,12.675,0.326
12/20/2006 17:30,2.45,83.5,2,13.5,12.75,0.388
12/20/2006 17:45,2.225,84.75,2.5,6.75,12.825,0.874
12/20/2006 18:00,2,86,3,0,12.9,1.064
12/20/2006 18:15,1.85,86.75,2.75,0,12.9,1.09
12/20/2006 18:30,1.7,87.5,2.5,0,12.9,4.18
12/20/2006 18:45,1.55,88.25,2.25,0,12.9,3.57
12/20/2006 19:00,1.4,89,2,0,12.9,3.174
12/20/2006 19:15,1.3,89.25,2.25,0,12.825,3.222
12/20/2006 19:30,1.2,89.5,2.5,0,12.75,2.432
12/20/2006 19:45,1.1,89.75,2.75,0,12.675,3.312
12/20/2006 20:00,1,90,3,0,12.6,3.362
12/20/2006 20:15,0.95,90.5,4.25,0,12.45,4.018
12/20/2006 20:30,0.9,91,5.5,0,12.3,3.27
12/20/2006 20:45,0.85,91.5,6.75,0,12.15,3.712
12/20/2006 21:00,0.8,92,8,0,12,3.614
12/20/2006 21:15,0.75,92.25,7.75,0,11.8,3.676
12/20/2006 21:30,0.7,92.5,7.5,0,11.6,3.644
12/20/2006 21:45,0.65,92.75,7.25,0,11.4,3.584
12/20/2006 22:00,0.6,93,7,0,11.2,3.7
12/20/2006 22:15,0.575,93.25,7.25,0,11.3,3.61
12/20/2006 22:30,0.55,93.5,7.5,0,11.4,3.136
12/20/2006 22:45,0.525,93.75,7.75,0,11.5,2.524
12/20/2006 23:00,0.5,94,8,0,11.6,2.488
12/20/2006 23:15,0.45,94.25,9.25,0,11.725,2.598
12/20/2006 23:30,0.4,94.5,10.5,0,11.85,2.288
12/20/2006 23:45,0.35,94.75,11.75,0,11.975,2.314
12/21/2006 0:00,0.3,95,13,0,12.1,1.814
12/21/2006 0:15,0.275,95,13,0,12.05,1.396
12/21/2006 0:30,0.25,95,13,0,12,1.556
12/21/2006 0:45,0.225,95,13,0,11.95,1.928
12/21/2006 1:00,0.2,95,13,0,11.9,1.304
12/21/2006 1:15,0.225,95.25,13,0,11.875,1.378
12/21/2006 1:30,0.25,95.5,13,0,11.85,1.294
12/21/2006 1:45,0.275,95.75,13,0,11.825,1.482
12/21/2006 2:00,0.3,96,13,0,11.8,1.276
12/21/2006 2:15,0.275,96,12.75,0,11.8,1.312
12/21/2006 2:30,0.25,96,12.5,0,11.8,1.45
12/21/2006 2:45,0.225,96,12.25,0,11.8,1.29
12/21/2006 3:00,0.2,96,12,0,11.8,0.316
12/21/2006 3:15,0.175,96.25,12.5,0,11.75,0.208
12/21/2006 3:30,0.15,96.5,13,0,11.7,0.292
12/21/2006 3:45,0.125,96.75,13.5,0,11.65,0.382
12/21/2006 4:00,0.1,97,14,0,11.6,0.208
12/21/2006 4:15,0.15,97,16,0,11.65,0.204
12/21/2006 4:30,0.2,97,18,0,11.7,0.378
12/21/2006 4:45,0.25,97,20,0,11.75,0.212
12/21/2006 5:00,0.3,97,22,0,11.8,0.314
12/21/2006 5:15,0.35,97,26.25,0,11.7,0.282
12/21/2006 5:30,0.4,97,30.5,0,11.6,0.2
12/21/2006 5:45,0.45,97,34.75,0,11.5,0.388
12/21/2006 6:00,0.5,97,39,0,11.4,0.286
12/21/2006 6:15,0.625,97,44,0,11.5,0.208
12/21/2006 6:30,0.75,97,49,0,11.6,0.21
12/21/2006 6:45,0.875,97,54,0,11.7,0.208
12/21/2006 7:00,1,97,59,0,11.8,1.424
12/21/2006 7:15,1.075,97,60.75,0,11.875,0.846
12/21/2006 7:30,1.15,97,62.5,0,11.95,0.58
12/21/2006 7:45,1.225,97,64.25,0,12.025,1.208
12/21/2006 8:00,1.3,97,66,0,12.1,1.274
12/21/2006 8:15,1.425,97,68.25,0.25,12.225,1.096
12/21/2006 8:30,1.55,97,70.5,0.5,12.35,1.144
12/21/2006 8:45,1.675,97,72.75,0.75,12.475,3.292
12/21/2006 9:00,1.8,97,75,1,12.6,1.4
12/21/2006 9:15,2.025,96.75,75,9.75,12.825,3.896
12/21/2006 9:30,2.25,96.5,75,18.5,13.05,3.19
12/21/2006 9:45,2.475,96.25,75,27.25,13.275,1.446
12/21/2006 10:00,2.7,96,75,36,13.5,1.36
12/21/2006 10:15,3.025,95,62.75,50.5,13.55,3.538
12/21/2006 10:30,3.35,94,50.5,65,13.6,1.484
12/21/2006 10:45,3.675,93,38.25,79.5,13.65,1.314
12/21/2006 11:00,4,92,26,94,13.7,0.31
12/21/2006 11:15,4.275,91,29.25,105.25,14.05,0.562
12/21/2006 11:30,4.55,90,32.5,116.5,14.4,0.244
12/21/2006 11:45,4.825,89,35.75,127.75,14.75,0.344
12/21/2006 12:00,5.1,88,39,139,15.1,0.222
12/21/2006 12:15,5.3,87.5,37.5,142.75,15.275,0.226
12/21/2006 12:30,5.5,87,36,146.5,15.45,0.326
12/21/2006 12:45,5.7,86.5,34.5,150.25,15.625,0.38
12/21/2006 13:00,5.9,86,33,154,15.8,2.54
12/21/2006 13:15,6.05,85.5,39.75,150,16.4,1.438
12/21/2006 13:30,6.2,85,46.5,146,17,1.728
12/21/2006 13:45,6.35,84.5,53.25,142,17.6,0.324
12/21/2006 14:00,6.5,84,60,138,18.2,1.33
12/21/2006 14:15,6.575,83.75,56.75,129.75,18.125,1.56
12/21/2006 14:30,6.65,83.5,53.5,121.5,18.05,0.436
12/21/2006 14:45,6.725,83.25,50.25,113.25,17.975,0.508
12/21/2006 15:00,6.8,83,47,105,17.9,0.4
12/21/2006 15:15,6.775,83.25,44.5,94.5,17.575,0.24
